gm_name,gm_alt_name,gm_synonyms,counts
Фиброцементная панель,ФИБРОЦЕМЕНТНАЯ ПАНЕЛЬ,"ОГНЕСТОЙКАЯ ПАНЕЛЬ,ФИБРОЦЕМЕНТНАЯ ПАНЕЛЬ,ФИБРОЦЕМЕНТНАЯ ПЛИТА,ФЦП,ЦЕМЕНТНАЯ ПАНЕЛЬ",2
Трубы профильные,ТРУБЫ ПРОФИЛЬНЫЕ,"МЕТАЛОПРОКАТ,МЕТАЛЛОПРОКАТ,VTNFKKJGHJRFN,NHE,F GHJABKMYFZ,ТРУБА ПРОФИЛЬНАЯ",6
Шумопоглощающие плиты,ШУМОПОГЛОЩАЮЩИЕ ПЛИТЫ,"ЗВУКОИЗОЛЯЦИЯ,ШУМОИЗОЛЯЦИЯ,АКУСТИЧЕСКАЯ ПЛИТА",5
Кусторезы аккумуляторные,КУСТОРЕЗЫ АККУМУЛЯТОРНЫЕ,ДЛЯ ЖИВОЙ ИЗГОРОДИ,5
Плоскогубцы,ПЛОСКОГУБЦЫ,"ПАСАТИЖЫ,ПОСАТИЖЫ,ГУБЦЫ,ПАССАТИЖЫ",1
Ванны,ВАННЫ,"АКРИЛ,ЧУГУННЫЕ ВАННЫ,АКРИЛОВЫЕ ВАННЫ,ВАННА,ВАННА АКРИЛОВАЯ,СТАЛЬНЫЕ ВАННЫ",18
Плитка ПВХ,ПЛИТКА ПВХ,"ПВХ ПЛИТКА,КВАРЦВИНИЛ,ВИНИЛОВЫЙ ЛАМИНАТ,АРТ ВИНИЛ,ART VINYL,ПЛИТКА ПВХ",1
Праймер битумный,ПРАЙМЕР БИТУМНЫЙ,"GHFQVTH ,BNEVYSQ,GHFQVTH,ПРАЙМЕР БИТУМНЫЙ,ПРАМЕР,ПРАЙМЕР,ОБМАЗОЧНАЯ ГИДРОИЗОЛЯЦИЯ",1
Грибок,ГРИБОК,,9
Межвенцовый утеплитель,МЕЖВЕНЦОВЫЙ УТЕПЛИТЕЛЬ,"УТЕПЛИТЕЛЬ ДЛЯ БРУСА,ВОЙЛОК,ПАКЛЯ,ЛЬНОВАТИН,ДЖУТОВЫЙ УТЕПЛИТЕЛЬ,ДЖУТ",1
Антисепированная продукция,АНТИСЕПИРОВАННАЯ ПРОДУКЦИЯ,"ПИЛОМАТЕРИАЛ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ПИЛОМАТЕРИАЛЫ,ППИЛОМАТЕРИАЛЫ,ЛАГА,ЛАГА ПОЛОВАЯ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ",1
Люк ревизионный,ЛЮК РЕВИЗИОННЫЙ,"СЕРВИСНЫЙ,ЛЮЧОК,ТЕХНОЛОГИЧЕСКИЙ,ЛЮК САНТЕХНИЧЕСКИЙ,ЛЮЧОК,ЛЮЧЕК,ЛЮК РЕВИЗИИ,ЛЮК ДОСТУПА",2
Утеплитель PIR,УТЕПЛИТЕЛЬ PIR,,11
Нити,НИТИ,,6
Кладочные и монтажные смеси,КЛАДОЧНЫЕ И МОНТАЖНЫЕ СМЕСИ,"ГИПСОБЕТОН,КЛЕЙ ДЛЯ БЛОКОВ,БЛОЧНЫЙ КЛЕЙ,КЛАДОЧНАЯ СМЕСЬ,МОНТАЖНЫЙ СОСТАВ,МОНТАЖНАЯ СМЕСЬ,КЛАДОЧНЫЙ РАСТВОР,КЛАДОЧНЫЙ СОСТАВ",1
Межкомнатные двери,МЕЖКОМНАТНЫЕ ДВЕРИ,"СБОР ДВЕРИ,ПОЛОТНО ДВЕРНОЕ,КОМПЛЕКТ ДВЕРИ,БЛОК ДВЕРНОЙ",339
Болгарки (УШМ),ШЛИФМАШИНА УГЛОВАЯ ЭЛЕКТРИЧЕСКАЯ,"БОЛГАРКА,ЭЛЕКТРОИНСТРУМЕНТЫ,ЭЛЕКТРОИНСТРУМЕНТ,УГЛОШЛИФОВАЛЬНАЯ МАШИНА,УГЛОВАЯ ШЛИФОВАЛЬНАЯ МАШИНА,KTRNHJBYCNHEVTYNS",22
Дверные ограничители,ОГРАНИЧИТЕЛЬ ДВЕРИ,"ОГРАНИЧИТЕЛЬ ОТКРЫВАНИЯ ДВЕРИ,ОГРАНИЧИТЕЛЬ ХОДА ДВЕРИ,СТОПОР,УПОР ДВЕРНОЙ,ДВЕРНОЙ КЛИН,ФИКСАТОР ДВЕРИ",4
Углы для плинтусов,УГЛЫ ДЛЯ ПЛИНТУСОВ,,1545
картридж для фильтра очистки воды,КАРТРИДЖ ДЛЯ ФИЛЬТРА ОЧИСТКИ ВОДЫ,"КАССЕТА,КАРТРИДЖ ВОДА,МОДУЛЬ СМЕННЫЙ",4
набор для уборки,НАБОР ДЛЯ УБОРКИ,,2
Наливные полы,НАЛИВНЫЕ ПОЛЫ,"СТЯЖКА,СМЕСЬ ДЛЯ ПОЛА,САМОНИВЕЛИРУЮЩАЯ,НИВЕЛИР,ВЫРАВНИВАТЕЛЬ,НИВЕЛИРУЮЩАЯ СМЕСЬ,НЕВЕЛИР,РОВНИТЕЛЬ ПОЛА",1
Поролон,ПОРОЛОН,,31
Вибрационные насосы,ВИБРАЦИОННЫЕ НАСОСЫ,"СКВАЖЕННЫЙ,ПОГРУЖНОЙ,КОЛОДЕЗНЫЙ,ДАЧНЫЙ",1
Минеральная вата,МИНЕРАЛЬНАЯ ВАТА,"ТЕПЛОИЗОЛЯЦИЯ,СТЕКЛОВАТА,МИНВАТА,СТЕКЛОВОЛОКНИСТЫЙ,МИН ПЛИТА,БАЗАЛЬТОВЫЙ УТЕПЛИТЕЛЬ",156
Штурвал,ШТУРВАЛ,,6
Дюбель-гвоздь,ДЮБЕЛЬ-ГВОЗДЬ,"ДЮПЕЛЬ,ЛЮБЕЛЬ-ГВОЗДЬ,OMAX",23
Электрические дисковые пилы,ЭЛЕКТРИЧЕСКАЯ ДИСКОВАЯ ПИЛА,"ЦИРКУЛЯРНАЯ,ЭЛЕКТРОИНСТРУМЕНТЫ,ЦИРКУЛЯРКА,KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN,ЭЛЕКТРОИНСТУРМЕНТ,ДИСКОВАЯ ПИЛА",1
Болгарки (УШМ),ШЛИФМАШИНА УГЛОВАЯ ЭЛЕКТРИЧЕСКАЯ,"ЭЛЕКТРОИНСТРУМЕНТЫ,ЭЛЕКТРОИНСТРУМЕНТ,УГЛОШЛИФОВАЛЬНАЯ МАШИНА,УГЛОВАЯ ШЛИФОВАЛЬНАЯ МАШИНА,БОЛГАРКА,KTRNHJBYCNHEVTYNS",6
Люк ревизионный,ЛЮК РЕВИЗИОННЫЙ,"ЛЮК ДОСТУПА,ЛЮЧОК,ЛЮЧЕК,ЛЮК РЕВИЗИИ,ТЕХНОЛОГИЧЕСКИЙ,ЛЮК САНТЕХНИЧЕСКИЙ,ЛЮЧОК,СЕРВИСНЫЙ",1
подводка сильфонная,ПОДВОДКА СИЛЬФОННАЯ,,1
Радиаторный мост,РАДИАТОРНЫЙ МОСТ,"ШТАНЫ ДЛЯ РАДИАТОРА,ШТАНЫ",4
Медные трубы,МЕДНЫЕ ТРУБЫ,,10
Наливные полы,НАЛИВНЫЕ ПОЛЫ,"ВЫРАВНИВАТЕЛЬ,СТЯЖКА,СМЕСЬ ДЛЯ ПОЛА,САМОНИВЕЛИРУЮЩАЯ,РОВНИТЕЛЬ ПОЛА,НЕВЕЛИР,НИВЕЛИРУЮЩАЯ СМЕСЬ,НИВЕЛИР",50
Мембраны,МЕМБРАНЫ,"КРОВЕЛЬНАЯ,ПАРОИЗОЛЯЦИЯ,ПЛЕНКА,СТРОИТЕЛЬНАЯ,ГИДРОИЗОЛЯЦИЯ,ВЕТРОЗАЩИТА",8
Комплекты стекол,КОМПЛЕКТЫ СТЕКОЛ,,8
Катанка,КАТАНКА,"АРМАТУРА,ПРОВОЛОКА,VTNFKKJGHJRFN,МЕТАЛЛОПРОКАТ,МЕТАЛОПРОКАТ",1
Воздушный фильтр,ВОЗДУШНЫЙ ФИЛЬТР,,8
направляющая пильного полотна для лобзика,НАПРАВЛЯЮЩАЯ ПИЛЬНОГО ПОЛОТНА ДЛЯ ЛОБЗИКА,,1
"Растворитель, очиститель","РАСТВОРИТЕЛЬ, ОЧИСТИТЕЛЬ","РАЗБАВИТЕЛЬ, СМЫВКА, УДАЛИТЕЛЬ, HFCNDJHBNTKM,JXBCNBNTKM",80
Дальномеры лазерные,ДАЛЬНОМЕРЫ ЛАЗЕРНЫЕ,"ЛАЗЕРНАЯ РУЛЕТКА,ДАЛЬНОМЕР,ЭЛЕКТРОИНСТРУМЕНТ,LFKMYJVTH,KFPTHYFZ HEKTNRF,ЛАЗЕРНЫЙ ДАЛЬНОМЕР,KTRNHJBYCNHEVTYN",5
Совки посадочные,СОВКИ ПОСАДОЧНЫЕ,СОВОК,13
Швеллер,ШВЕЛЛЕР,"ШВЕЛЛЕР СТАЛЬ,IDTKTH,IDTKKTH,ШВЕЛЛЕР ГОСТ,МЕТАЛЛОПРОКАТ,МЕТАЛОПРОКАТ,ШВЕЛЕР МЕТАЛЛ,VTNFKKJGHJRFN,ШВЕЛЕР",4
Праймер битумный,ПРАЙМЕР БИТУМНЫЙ,"ОБМАЗОЧНАЯ ГИДРОИЗОЛЯЦИЯ,ПРАЙМЕР,ПРАМЕР,ПРАЙМЕР БИТУМНЫЙ,GHFQVTH,GHFQVTH ,BNEVYSQ",1
Плиточные клеи,КЛЕЙ ПЛИТОЧНЫЙ,"RKTQ GKBNJXYSQ,RKTQ LKZ GKBNRB,КЛЕЙ ДЛЯ ПЛИТКИ,ПЛИТКА КЛЕЙ",40
Вагонка,ВАГОНКА,"DFUJYRF,ПИЛОМАТЕРИАЛ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ПИЛОМАТЕРИАЛЫ,ППИЛОМАТЕРИАЛЫ,ВАГОНКА,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ",32
Пена монтажная,ПЕНА МОНТАЖНАЯ,"GTYF,PENA MONTAJNAY,VJYNF,БАЛЛОН ПЕНЫ,МОНТА,МОНТАЖ,ПЕНА МАНТАЖНАЯ,ПЕНА МОНЬАЖНАЯ,МОНТАЖКА,ПЕНА МОНТ,МОНТАЖНАЯПЕНА,ПЕНА",1
комплект насадок для краскораспылителей,КОМПЛЕКТ НАСАДОК ДЛЯ КРАСКОРАСПЫЛИТЕЛЕЙ,,7
Переходники для ПНД труб,ПЕРЕХОДНИКИ ДЛЯ ПНД ТРУБ,"КОМБИНИРОВАННАЯ МУФТА,ПОЛИПРОПИЛЕНОВАЯ МУФТА,ПЕРЕХОД НА РЕЗЬБУ,МУФТА ПЕРЕХОДНАЯ,КОМПРЕССИОННАЯ МУФТА",11
Экструдированный пенополистирол (XPS),ЭКСТРУДИРОВАННЫЙ ПЕНОПОЛИСТИРОЛ XPS,"КАРБОН,ПЕНОПЛАСТ,ПЕНОПОЛИСТЕРОЛ,ПЕНОПОЛИСТИРОЛ,ТЕПЛОИЗОЛЯЦИОННАЯ ПЛИТА,ЭКСТРУД,ЭКСТРУЗИОННЫЙ ПЕНОПОЛИСТИРОЛ,ЭКСТРУЗИЯ",2
Паркетно-шлифовальные машины,ПАРКЕТНО-ШЛИФОВАЛЬНЫЕ МАШИНЫ,,1
Насос консольный,НАСОС КОНСОЛЬНЫЙ,,10
Кабели коаксиальные,КАБЕЛЬ КОАКСИАЛЬНЫЙ ТВ,"КАБЕЛЬ ТЕЛЕВИЗИОННЫЙ,КАБЕЛЬ АНТЕННЫЙ,ТВ-КАБЕЛЬ,КАБЕЛЬ ТВ",1
Дрели-шуруповерты,ДРЕЛЬ-ШУРУПОВЕРТ,"ШУРОПОВЕРТ,ЭЛЕКТРОИНСТРУМЕНТЫ,ЭЛЕКТРОИНСТРУМЕНТ,KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS",3
жидкость для покрасочных камер,ЖИДКОСТЬ ДЛЯ ПОКРАСОЧНЫХ КАМЕР,,1
Насадка на дрель,НАСАДКА НА ДРЕЛЬ,,10
Профиль для поликарбоната,ПРОФИЛЬ ДЛЯ ПОЛИКАРБОНАТА,"СОЕДЕНИТЕЛЬНЙ ПРОФИЛЬ,ПРОФИЛЬ,ПОЛИКАРБОНАТ",13
Шланг газовый,ШЛАНГ ГАЗОВЫЙ,"РУКАВ ГАЗОВЫЙ,ГИБКИЙ ШЛАНГ",4
Брусок сухой,БРУСОК СУХОЙ,"ППИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛЫ БРУС,БРУС,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,РЕЙКА,ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ,БРУСОК",2
Чашка алмазная,ЧАШКА АЛМАЗНАЯ,"ЧАШКА ПО БЕТОНУ,ЧАШКА ШЛИФОВАЛЬНАЯ",12
Пледы,ПЛЕДЫ,"ПЛЕД,ПОКРЫВАЛО",20
потолочно проходной узел,ПОТОЛОЧНО ПРОХОДНОЙ УЗЕЛ,,7
Дренажные насосы,ДРЕНАЖНЫЕ НАСОСЫ,"ФЕКАЛЬНЫЙ,ПОГРУЖНОЙ,ДЛЯ ВЫГРЕБНЫХ ЯМ,ДЛЯ СЕПТИКА",6
Дверные ручки,ДВЕРНЫЕ РУЧКИ,,2
Серпянки,СЕРПЯНКА,"САМОКЛЕЮЩАЯСЯ СЕТКА,СТРОБИ,ЛЕНТА СТРОИТЕЛЬНАЯ СЕТЧАТАЯ,СЕРПЯНКА",2
трубка для фильтров воды,ТРУБКА ДЛЯ ФИЛЬТРОВ ВОДЫ,,2
Кладочные и монтажные смеси,КЛАДОЧНЫЕ И МОНТАЖНЫЕ СМЕСИ,"КЛЕЙ ДЛЯ БЛОКОВ,БЛОЧНЫЙ КЛЕЙ,КЛАДОЧНЫЙ РАСТВОР,ГИПСОБЕТОН,КЛАДОЧНЫЙ СОСТАВ,МОНТАЖНАЯ СМЕСЬ,КЛАДОЧНАЯ СМЕСЬ,МОНТАЖНЫЙ СОСТАВ",1
Болгарки (УШМ),ШЛИФМАШИНА УГЛОВАЯ ЭЛЕКТРИЧЕСКАЯ,"KTRNHJBYCNHEVTYNS,УГЛОВАЯ ШЛИФОВАЛЬНАЯ МАШИНА,УГЛОШЛИФОВАЛЬНАЯ МАШИНА,ЭЛЕКТРОИНСТРУМЕНТ,ЭЛЕКТРОИНСТРУМЕНТЫ,БОЛГАРКА",110
Виброшумоизоляция,ВИБРОШУМОИЗОЛЯЦИЯ,"ШУМОИЗОЛЯЦИЯ,DB,HJIEVJBPJKZWBZ,ВИБРОИЗОЛЯЦИЯ, ЗВУКОИЗОЛЯЦИЯ",1
Противогололедные реагенты,РЕАГЕНТ ПРОТИВОГОЛОЛЕДНЫЙ,"АНТИГОЛОЛЕДНЫЙ,АНТИЛЕД,ГАЛИТ,ДЛЯ ЛЬДА,СОЛЬ,ДОРОЖНАЯ,ДОРОЖНЫЙ,ПРОТИВОГОЛОЛЕДНЫЙ,РЕАГЕНТ",2
Гипсокартон,ГИПСОКАРТОННЫЙ ЛИСТ,"ГИПСАКАРТОН,ПОТОЛОЧНЫЙ,ПОТОЛОК,ПОДВЕСНОЙ,ПЕРЕГОРОДКА,ГКЛО,ГКЛВО,ГКЛВ,ГКЛ,ГИПСОПЛИТА,ГИПРОК,12,5ММ,UBGHJR,UBGCJRFHNJY",5
Дверные ограничители,ОГРАНИЧИТЕЛЬ ДВЕРИ,"ФИКСАТОР ДВЕРИ,ОГРАНИЧИТЕЛЬ ХОДА ДВЕРИ,УПОР ДВЕРНОЙ,СТОПОР,ОГРАНИЧИТЕЛЬ ОТКРЫВАНИЯ ДВЕРИ,ДВЕРНОЙ КЛИН",1
Цементно-песчаные смеси,ЦЕМЕНТНО-ПЕСЧАНАЯ СМЕСЬ,"WTVTYNYJ-GTCXFYST,WTVTYNYJGTCXFYFZ,ЦПС СТЯЖКА,ЦПС,ЦЕМЕНТНОПЕСЧАНАЯ СМЕСЬ,СУХАЯ ЦЕМЕНТНАЯ СМЕСЬ,ПЕСЧАНАЯ СМЕСЬ,ПЕСКОБЕТОН",2
Фланец насоса,ФЛАНЕЦ НАСОСА,ЗАПЧАСТИ ДЛЯ НАСОСА,1
штукатурный ковш хоппер,ШТУКАТУРНЫЙ КОВШ ХОППЕР,ШТУКАТУРНАЯ ЛОПАТА,1
Профили для гипсокартона,ПРОФИЛЬ ДЛЯ ГИПСОКАРТОНА,"ПРОФЕЛЬ,ОЦИНКОВАННЫЙ ПРОФИЛЬ,GHJABKM LKZ UBGCJRFHNJYF,ГИПСОКАРТОНОВЫЙ ПРОФИЛЬ,КАРКАС,МЕТАЛЛИЧЕСКИЙ ПРОФИЛЬ",4
Кусторезы электрические,КУСТОРЕЗЫ ЭЛЕКТРИЧЕСКИЕ,ДЛЯ ЖИВОЙ ИЗГОРОДИ,10
Масленка-нагнетатель,МАСЛЕНКА-НАГНЕТАТЕЛЬ,,1
Аккумуляторные гайковерты,АККУМУЛЯТОРНЫЙ ГАЙКОВЕРТ,"ГАЙКОВЕРТ,UFQRJDTHN,ЭЛЕКТРОИНСТРУМЕНТ,ЭЛЕКТРОИНСТРУМЕНТЫ,KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS",32
Полипропиленовые угольники,ПОЛИПРОПИЛЕНОВЫЕ УГОЛЬНИКИ,"ПОЛИПРОПИЛЕНОВОЕ КОЛЕНО,ПП КОЛЕНО,ПОЛИПРОПИЛЕНОВЫЙ УГОЛ,ПОЛИПРОПИЛЕНОВЫЙ ОТВОД,ПП ОТВОД,ПП УГОЛ,ПП УГОЛЬНИКИ,ВОДОРОЗЕТКА ПП",4
картридж для фильтра очистки воды,КАРТРИДЖ ДЛЯ ФИЛЬТРА ОЧИСТКИ ВОДЫ,"КАРТРИДЖ ВОДА,КАССЕТА,МОДУЛЬ СМЕННЫЙ",29
Пробка для сифона,ПРОБКА ДЛЯ СИФОНА,"ПРОБКА ДЛЯ СИФОНА,ДЕКОРАТИВНАЯ КРЫШКА ДЛЯ СИФОНА",3
Пена монтажная,ПЕНА МОНТАЖНАЯ,"ПЕНА МОНЬАЖНАЯ,ПЕНА МОНТ,ПЕНА,МОНТАЖНАЯПЕНА,МОНТАЖКА,МОНТАЖ,МОНТА,БАЛЛОН ПЕНЫ,VJYNF,ПЕНА МАНТАЖНАЯ,GTYF,PENA MONTAJNAY",1
Перфораторы,ЭЛЕКТРИЧЕСКИЙ ПЕРФОРАТОР,"ПЕРФОРАТОР,ЭЛЕКТРОИНСТРУМЕНТЫ,KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS,ЭЛЕКТРОИНСТРУМЕНТ",2
принадлежности для орбитальной шлифмашины,ПРИНАДЛЕЖНОСТИ ДЛЯ ОРБИТАЛЬНОЙ ШЛИФМАШИНЫ,,1
Заглушка под конфирмат,ЗАГЛУШКА ПОД КОНФИРМАТ,"ЗАГЛУШКА ПОД САМОРЕЗ,МЕБЕЛЬНАЯ ЗАГЛУШКА,ЗАГЛУШКА ПОД МЕБЕЛЬНЫЙ ШУРУП",11
Паркетная доска,ПАРКЕТНАЯ ДОСКА,"ШТУЧНЫЙ ПАРКЕТ,ПАРКЕТНАЯ ДОСКА,ПОЛ,ПАРКЕТ",5
патрубок гибкий,ПАТРУБОК ГИБКИЙ,,1
Косоур,КОСОУР,ТЕТИВА,1
Лампы накаливания,ЛАМПА НАКАЛИВАНИЯ,"ЛАМПОЧКА,ИСТОЧНИК СВЕТА",110
щит выходной коммутации,ЩИТ ВЫХОДНОЙ КОММУТАЦИИ,,1
Ковролин,КОВРОЛИН,"КОВРАЛИН,КОВРОВЫЕ ПОКРЫТИЯ",3108
Строительные сетки,СТРОИТЕЛЬНЫЕ СЕТКИ,"СЕТКА СТЕКЛЯННАЯ,СЕТКА СТЕКЛОТКАНЕВАЯ,СТЕКЛОСЕТКА,СЕТКА ШТУКАТУРНАЯ,СЕТКА ФАСАДНАЯ,СЕТКА МАЛЯРНАЯ",22
антенный усилитель,АНТЕННЫЙ УСИЛИТЕЛЬ,,1
Бетономешалки,БЕТОНОМЕШАЛКИ,"БЕТОНЬЕРКА,БЕТОНОСМЕСИТЕЛЬ,МЕШАЛКА,РАСТВОРОСМЕСИТЕЛЬ,БЕТОНКА",4
Пленки полиэтиленовые,ПЛЕНКИ ПОЛИЭТИЛЕНОВЫЕ,"ПЛЕНКА ПЭ,ЦЕЛОФА,ЦЕЛОФАН,ПЛЕНКА П/Э",14
заслонка для спирально-навивного воздуховода,ЗАСЛОНКА ДЛЯ СПИРАЛЬНО-НАВИВНОГО ВОЗДУХОВОДА,,4
Щебень,ЩЕБЕНЬ,"OT,TYM,ЦЕБЕНЬ,ЩЕБЕНЬ",8
Краска,КРАСКА,"КРАСКА ВОДНОДИСПЕРСИОННАЯ,АКРИЛОВАЯ КРАСКА,КРАСКА ВД,ВОДОЭМУЛЬСИОНКА,ВОДОЭМУЛЬСИОННАЯ",1
Бетономешалки,БЕТОНОМЕШАЛКИ,"БЕТОНОСМЕСИТЕЛЬ,БЕТОНЬЕРКА,БЕТОНКА,МЕШАЛКА,РАСТВОРОСМЕСИТЕЛЬ",1
Адаптеры,АДАПТЕР ДЛЯ ШИНОПРОВОДА,,1
Тройники для МП труб,ТРОЙНИКИ ДЛЯ МП ТРУБ,"ПРЕСС-ФИТИНГИ ДЛЯ МЕТАЛЛОПЛАСТИКА,ТРОЙНИКИ ДЛЯ МЕТАЛЛОПЛАСТИКА,ОБЖИМНЫЕ ТРОЙНИКИ",5
насос для штукатурной станции,НАСОС ДЛЯ ШТУКАТУРНОЙ СТАНЦИИ,,7
Компенсатор для цокольного профиля,КОМПЕНСАТОР ДЛЯ ЦОКОЛЬНОГО ПРОФИЛЯ,,2
фильтр обратного клапана,ФИЛЬТР ОБРАТНОГО КЛАПАНА,,5
Экструдированный пенополистирол (XPS),ЭКСТРУДИРОВАННЫЙ ПЕНОПОЛИСТИРОЛ XPS,"ЭКСТРУЗИЯ,ПЕНОПЛАСТ,КАРБОН,ТЕПЛОИЗОЛЯЦИОННАЯ ПЛИТА,ЭКСТРУД,ЭКСТРУЗИОННЫЙ ПЕНОПОЛИСТИРОЛ,ПЕНОПОЛИСТЕРОЛ,ПЕНОПОЛИСТИРОЛ",5
Пропитка декоративно-защитная для дерева,ПРОПИТКА ДЕКОРАТИВНО-ЗАЩИТНАЯ ДЛЯ ДЕРЕВА,"ЛЕССИРУЮЩИЙ АНТИСЕПТИК,МОРИЛКА,ДВЗ,ДЕРЕВОЗАЩИТА",2
Тиски,ТИСКИ,,25
Коронка,КОРОНКА,"КОРОНКА ПО БЕТОНУ, КОРОНКА ПО КАМНЮ,КОРОНКА ПО КАФЕЛЮ И СТЕКЛУ,КОРОНКА ПО КИРПИЧУ,КОРОНКА ПО МЕТАЛЛУ,КОРОНКА,КОРОНКА ПО ПЛИТКЕ",57
Блоки газобетонные,БЛОКИ ГАЗОБЕТОННЫЕ,"ГАЗОСИЛИКАТНЫЙ,ГАЗОБЕТОН,ПЕНОБЛОК,СТРОИТЕЛЬНЫЕ БЛОКИ,ГАЗОСИЛИКАТ,ГАЗОБЛОК",2
Подвес прямой,ПОДВЕС ПРЯМОЙ,"ПОДВЕС ФАСАДНЫЙ,ПОДВЕС,ПП ПОДВЕС,ПРМЯОЙ ПОДВЕС",1
Межвенцовый утеплитель,МЕЖВЕНЦОВЫЙ УТЕПЛИТЕЛЬ,"ВОЙЛОК,ДЖУТ,ДЖУТОВЫЙ УТЕПЛИТЕЛЬ,УТЕПЛИТЕЛЬ ДЛЯ БРУСА,ЛЬНОВАТИН,ПАКЛЯ",2
Потолки кассетные,ПОТОЛКИ КАССЕТНЫЕ,"КАССЕТА,КАССЕТНЫЙ ПОТОЛОК,КАССЕТЫ ПОТОЛОЧНЫЕ,КАСЕТЫ,КАСЕТНЫЙ ПОТОЛОК,КАСЕТА,ПАНЕЛИ АЛЮМИНИЕВЫЕ",1
Ключи шестигранные,КЛЮЧ ШЕСТИГРАННЫЙ,"ИМБУСОВЫЙ,ШЕСТИГРАНИК,ШЕСТИГРАННИК",15
Труба водосточная,ТРУБА ВОДОСТОЧНАЯ,ВОДОСТОК,88
Порожки,ПОРОЖКИ,"ПОРОГ,ПРОФИЛЬ,ПОРОГ-СТЫК,ПОРОЖЕК,ПОРОГ-УГОЛ",3
Пропитка защитная для дерева,ПРОПИТКА ЗАЩИТНАЯ ДЛЯ ДЕРЕВА,"ДЕРЕВОЗАЩИТА,БИОЗАЩИТА,ДВЗ,ОГНЕЗАЩИТА",1
Крепление для водонагревателя,КРЕПЛЕНИЕ ДЛЯ ВОДОНАГРЕВАТЕЛЯ,ДЛЯ БОЙЛЕРА,5
Узел с воздухоотводчиком и сливом,УЗЕЛ С ВОЗДУХООТВОДЧИКОМ И СЛИВОМ,,6
Ванны,ВАННЫ,"АКРИЛОВЫЕ ВАННЫ,СТАЛЬНЫЕ ВАННЫ,ВАННА АКРИЛОВАЯ,ВАННА,ЧУГУННЫЕ ВАННЫ,АКРИЛ",3
Кисти малярные,КИСТЬ МАЛЯРНАЯ,"ФЛЕЙЦЕВАЯ,КИСТОЧКА",362
Кронштейн мебельный,КРОНШТЕЙН МЕБЕЛЬНЫЙ,"КОНСОЛЬ МЕБЕЛЬНАЯ,УГОЛОК МЕБЕЛЬНЫЙ",5
Крепеж для плинтусов,КРЕПЕЖ ДЛЯ ПЛИНТУСОВ,,25
Сжимы ответвительные,СЖИМ ОТВЕТВИТЕЛЬНЫЙ,"ОРЕШКИ,ОРЕХИ,ОРЕХ,ЗАЖИМ,ЗАЖИМ ЭЛЕКТРИЧЕСКИЙ,ЗАЖИМ ОТВЕТВИТЕЛЬНЫЙ",2
Петли дверные,ПЕТЛИ ДВЕРНЫЕ,"ШАРНИР,НАВЕС,ПЕТЛЯ",1
Уголок для профиля в ванную,УГОЛОК ДЛЯ ПРОФИЛЯ В ВАННУЮ,,1
Коронка,КОРОНКА,"КОРОНКА ПО МЕТАЛЛУ,КОРОНКА ПО ПЛИТКЕ,КОРОНКА,КОРОНКА ПО КИРПИЧУ,КОРОНКА ПО БЕТОНУ, КОРОНКА ПО КАМНЮ,КОРОНКА ПО КАФЕЛЮ И СТЕКЛУ",3
регулятор скорости,РЕГУЛЯТОР СКОРОСТИ,,1
Порожки,ПОРОЖКИ,"ПОРОГ-УГОЛ,ПОРОЖЕК,ПОРОГ,ПОРОГ-СТЫК,ПРОФИЛЬ",83
Аккумуляторные гайковерты,АККУМУЛЯТОРНЫЙ ГАЙКОВЕРТ,"ГАЙКОВЕРТ,KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN,ЭЛЕКТРОИНСТРУМЕНТЫ,ЭЛЕКТРОИНСТРУМЕНТ,UFQRJDTHN",1
Садовые катки,САДОВЫЕ КАТКИ,"САДОВЫЙ ВАЛИК,КАТОК ГАЗОННЫЙ",2
Блоки газобетонные,БЛОКИ ГАЗОБЕТОННЫЕ,"ГАЗОБЕТОН,ГАЗОБЛОК,ПЕНОБЛОК,СТРОИТЕЛЬНЫЕ БЛОКИ,ГАЗОСИЛИКАТ,ГАЗОСИЛИКАТНЫЙ",4
